fecha,cliente,segmento,pais,ciudad,responsable_cuenta,producto,plan,canal,estado,ingresos,cantidad,margen_bruto,tickets_soporte,nps,riesgo_churn,comentarios
2025-05-21,Cliente 010,Pyme,Chile,Valparaíso,Carlos Méndez,Analítica,Crecimiento,Referido,Activo,822.22,1,473.16,3,5,38.7,Preocupación de precio durante la conversación de renovación
2025-05-22,Cliente 010,Pyme,Colombia,Cali,Luis Rivera,Soporte IA,Inicio,Entrada,Activo,467.77,1,355.26,0,8,0,Bajo uso durante el último mes
2025-05-23,Cliente 014,Pyme,Colombia,Bogotá,Daniel Ortiz,Pagos,Escala,Referido,Activo,715.9,1,487.49,2,1,64.9,Bajo uso durante el último mes
2025-05-24,Cliente 022,Pyme,Colombia,Medellín,Luis Rivera,Analítica,Inicio,Prospección,Expansión,620.35,1,368.69,2,7,16.9,Preocupación de precio durante la conversación de renovación
2025-05-25,Cliente 059,Pyme,Colombia,Medellín,Carlos Méndez,Pagos,Crecimiento,Prospección,Expansión,630.62,1,412.66,2,5,40.1,Está satisfecho con la automatización pero quiere más campos del CRM
2025-05-26,Cliente 041,Pyme,México,Guadalajara,Carlos Méndez,Soporte IA,Enterprise,Aliado,Activo,1599.84,3,833.37,1,5,37.6,Necesita apoyo de onboarding y documentación más clara
2025-05-27,Cliente 088,Mediana empresa,Colombia,Cali,Sofía Vega,Automatización,Crecimiento,Prospección,Activo,3928.77,12,2774.56,2,6,26.1,Necesita apoyo de onboarding y documentación más clara
2025-05-28,Cliente 055,Mediana empresa,Colombia,Cali,Sofía Vega,Pagos,Crecimiento,Referido,Expansión,2358.19,8,1661.72,0,10,0,Preocupación de precio durante la conversación de renovación
2025-05-29,Cliente 085,Mediana empresa,Colombia,Cali,Ana Torres,Pagos,Enterprise,Referido,Activo,6931.18,7,3175.45,3,7,35.9,Preocupación de precio durante la conversación de renovación
2025-05-30,Cliente 058,Pyme,México,Monterrey,Daniel Ortiz,Pagos,Inicio,Entrada,Expansión,490.67,4,258.27,1,6,27.6,Varios tickets sobre confiabilidad de la integración
2025-05-31,Cliente 040,Pyme,Perú,Arequipa,Carlos Méndez,Soporte IA,Inicio,Referido,Activo,489.89,2,226.05,3,7,34.5,Preocupación de precio durante la conversación de renovación
2025-06-01,Cliente 067,Pyme,Colombia,Cali,Sofía Vega,Soporte IA,Inicio,Referido,En riesgo,725.31,1,353.3,0,5,24.7,Está satisfecho con la automatización pero quiere más campos del CRM
2025-06-02,Cliente 076,Pyme,Colombia,Bogotá,Luis Rivera,Sincronización CRM,Escala,Entrada,Activo,1191.86,4,657.53,0,7,7.4,Varios tickets sobre confiabilidad de la integración
2025-06-03,Cliente 077,Pyme,México,CDMX,Carlos Méndez,Sincronización CRM,Escala,Aliado,Expansión,1197.67,4,807.42,0,9,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-06-04,Cliente 015,Pyme,Chile,Valparaíso,Sofía Vega,Pagos,Inicio,Referido,Expansión,528.58,1,396.91,1,8,0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-06-05,Cliente 080,Pyme,Colombia,Bogotá,Sofía Vega,Automatización,Inicio,Referido,En riesgo,1013.55,3,610.11,0,7,2.3,Alta adopción por parte del equipo de operaciones
2025-06-06,Cliente 073,Pyme,Chile,Valparaíso,Ana Torres,Sincronización CRM,Inicio,Prospección,Expansión,482.03,1,335.36,1,6,13.3,Varios tickets sobre confiabilidad de la integración
2025-06-07,Cliente 070,Mediana empresa,Colombia,Cali,Sofía Vega,Pagos,Inicio,Referido,Activo,1225.08,8,880.62,1,5,39.0,Varios tickets sobre confiabilidad de la integración
2025-06-08,Cliente 012,Pyme,Estados Unidos,Miami,Luis Rivera,Pagos,Escala,Referido,Activo,858.66,4,424.61,1,8,0.6,Sponsor ejecutivo positivo y oportunidad de expansión
2025-06-09,Cliente 038,Mediana empresa,Estados Unidos,Nueva York,Ana Torres,Automatización,Enterprise,Referido,Activo,9769.91,9,7594.1,1,6,28.3,Varios tickets sobre confiabilidad de la integración
2025-06-10,Cliente 032,Mediana empresa,Chile,Valparaíso,Luis Rivera,Pagos,Crecimiento,Referido,En riesgo,2032.81,12,1416.46,2,4,49.9,Está satisfecho con la automatización pero quiere más campos del CRM
2025-06-11,Cliente 063,Pyme,Colombia,Cali,Ana Torres,Soporte IA,Crecimiento,Prospección,Activo,1217.02,5,859.76,0,10,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-06-12,Cliente 044,Mediana empresa,Colombia,Medellín,Carlos Méndez,Analítica,Inicio,Referido,En riesgo,1199.06,10,700.67,0,9,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-06-13,Cliente 021,Enterprise,Perú,Lima,Carlos Méndez,Sincronización CRM,Inicio,Aliado,Activo,3362.03,17,2169.24,1,4,35.6,Alta adopción por parte del equipo de operaciones
2025-06-14,Cliente 001,Pyme,Colombia,Cali,Luis Rivera,Pagos,Escala,Entrada,Activo,753.62,3,549.93,1,6,15.6,Alta adopción por parte del equipo de operaciones
2025-06-15,Cliente 041,Pyme,Colombia,Medellín,Luis Rivera,Automatización,Inicio,Entrada,En riesgo,795.24,1,380.99,0,8,1.0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-06-16,Cliente 028,Pyme,Colombia,Bogotá,Daniel Ortiz,Soporte IA,Crecimiento,Referido,Expansión,776.12,5,349.51,1,4,39.2,El cliente pidió reportes más rápidos y dashboards más claros
2025-06-17,Cliente 085,Enterprise,Colombia,Cali,Daniel Ortiz,Automatización,Escala,Prospección,Activo,15341.78,17,10772.52,2,5,35.7,Alta adopción por parte del equipo de operaciones
2025-06-18,Cliente 068,Enterprise,Colombia,Medellín,Carlos Méndez,Automatización,Crecimiento,Referido,Expansión,8263.28,16,6309.87,0,7,0,El cliente pidió reportes más rápidos y dashboards más claros
2025-06-19,Cliente 051,Pyme,Chile,Valparaíso,Sofía Vega,Soporte IA,Inicio,Aliado,Activo,579.69,3,308.14,0,7,10.2,Alta adopción por parte del equipo de operaciones
2025-06-20,Cliente 040,Mediana empresa,Chile,Santiago,Ana Torres,Automatización,Inicio,Referido,Expansión,1825.33,8,1204.33,0,6,2.3,Está satisfecho con la automatización pero quiere más campos del CRM
2025-06-21,Cliente 045,Mediana empresa,Perú,Arequipa,Luis Rivera,Sincronización CRM,Inicio,Prospección,Activo,1843.55,7,852.64,2,5,36.6,Sponsor ejecutivo positivo y oportunidad de expansión
2025-06-22,Cliente 074,Mediana empresa,México,Monterrey,Carlos Méndez,Analítica,Crecimiento,Aliado,Activo,2254.36,8,1412.6,1,6,21.2,Preocupación de precio durante la conversación de renovación
2025-06-23,Cliente 006,Pyme,México,CDMX,Luis Rivera,Analítica,Crecimiento,Referido,Activo,790.22,2,402.52,2,5,44.5,Alta adopción por parte del equipo de operaciones
2025-06-24,Cliente 065,Mediana empresa,Colombia,Bogotá,Daniel Ortiz,Analítica,Enterprise,Entrada,Activo,7443.49,11,3958.83,0,9,0,Preocupación de precio durante la conversación de renovación
2025-06-25,Cliente 060,Pyme,Estados Unidos,Miami,Daniel Ortiz,Automatización,Inicio,Referido,Activo,505.86,5,311.08,0,5,10.2,Bajo uso durante el último mes
2025-06-26,Cliente 040,Pyme,México,CDMX,Sofía Vega,Soporte IA,Enterprise,Aliado,Perdido,2467.26,7,1833.23,2,3,51.4,Alta adopción por parte del equipo de operaciones
2025-06-27,Cliente 075,Pyme,Colombia,Medellín,Ana Torres,Pagos,Crecimiento,Referido,Activo,909.84,3,424.95,0,10,0,Varios tickets sobre confiabilidad de la integración
2025-06-28,Cliente 041,Pyme,Colombia,Bogotá,Luis Rivera,Pagos,Inicio,Entrada,Expansión,415.8,2,254.86,1,8,1.2,Necesita apoyo de onboarding y documentación más clara
2025-06-29,Cliente 088,Pyme,Chile,Santiago,Luis Rivera,Sincronización CRM,Inicio,Aliado,Activo,710.62,3,399.83,2,7,28.4,Bajo uso durante el último mes
2025-06-30,Cliente 058,Mediana empresa,México,CDMX,Sofía Vega,Analítica,Escala,Aliado,En riesgo,3241.15,12,1620.65,2,7,25.7,Alta adopción por parte del equipo de operaciones
2025-07-01,Cliente 075,Mediana empresa,Estados Unidos,Miami,Ana Torres,Analítica,Inicio,Referido,En riesgo,2566.92,10,1163.1,2,4,38.5,El cliente pidió reportes más rápidos y dashboards más claros
2025-07-02,Cliente 022,Enterprise,México,Monterrey,Sofía Vega,Soporte IA,Inicio,Referido,Activo,5193.49,18,2704.5,3,6,41.4,Sponsor ejecutivo positivo y oportunidad de expansión
2025-07-03,Cliente 064,Pyme,México,CDMX,Ana Torres,Sincronización CRM,Crecimiento,Referido,Expansión,720.3,3,531.92,0,6,18.0,Varios tickets sobre confiabilidad de la integración
2025-07-04,Cliente 062,Mediana empresa,México,Monterrey,Daniel Ortiz,Sincronización CRM,Crecimiento,Aliado,Activo,1601.12,8,1139.75,0,6,11.4,Preocupación de precio durante la conversación de renovación
2025-07-05,Cliente 021,Pyme,Chile,Valparaíso,Daniel Ortiz,Analítica,Escala,Aliado,Activo,1393.4,7,1078.16,0,10,0,Varios tickets sobre confiabilidad de la integración
2025-07-06,Cliente 090,Pyme,México,Monterrey,Carlos Méndez,Pagos,Crecimiento,Aliado,Expansión,814.43,5,501.01,0,7,0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-07-07,Cliente 001,Pyme,México,CDMX,Carlos Méndez,Automatización,Enterprise,Prospección,Activo,1580.03,4,747.63,0,6,4.2,Alta adopción por parte del equipo de operaciones
2025-07-08,Cliente 048,Mediana empresa,Chile,Santiago,Carlos Méndez,Sincronización CRM,Inicio,Aliado,En riesgo,1650.54,6,982.72,1,5,30.2,Varios tickets sobre confiabilidad de la integración
2025-07-09,Cliente 029,Mediana empresa,Perú,Arequipa,Carlos Méndez,Sincronización CRM,Inicio,Entrada,Activo,1842.88,11,1403.41,0,10,0,Preocupación de precio durante la conversación de renovación
2025-07-10,Cliente 082,Mediana empresa,Estados Unidos,Miami,Carlos Méndez,Analítica,Inicio,Prospección,Activo,1378.71,9,930.94,0,4,26.9,Preocupación de precio durante la conversación de renovación
2025-07-11,Cliente 089,Pyme,Colombia,Bogotá,Ana Torres,Analítica,Crecimiento,Referido,Activo,1366.64,1,1009.18,0,7,4.9,Preocupación de precio durante la conversación de renovación
2025-07-12,Cliente 021,Pyme,Perú,Lima,Carlos Méndez,Analítica,Inicio,Entrada,Activo,437.49,4,299.03,2,3,45.9,Está satisfecho con la automatización pero quiere más campos del CRM
2025-07-13,Cliente 004,Pyme,Chile,Valparaíso,Luis Rivera,Analítica,Inicio,Aliado,Expansión,868.01,2,492.46,0,6,12.8,Alta adopción por parte del equipo de operaciones
2025-07-14,Cliente 007,Pyme,México,Guadalajara,Luis Rivera,Analítica,Crecimiento,Referido,Perdido,720.72,5,427.33,0,8,0,Alta adopción por parte del equipo de operaciones
2025-07-15,Cliente 040,Mediana empresa,México,Monterrey,Carlos Méndez,Analítica,Crecimiento,Referido,Activo,2007.95,9,1483.43,0,8,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-07-16,Cliente 073,Pyme,Chile,Santiago,Ana Torres,Sincronización CRM,Escala,Referido,En riesgo,1635.28,1,1181.8,0,8,0,Preocupación de precio durante la conversación de renovación
2025-07-17,Cliente 061,Pyme,México,Monterrey,Ana Torres,Pagos,Crecimiento,Aliado,Expansión,643.38,2,445.6,2,10,7.4,Bajo uso durante el último mes
2025-07-18,Cliente 011,Enterprise,México,Monterrey,Luis Rivera,Pagos,Inicio,Entrada,Expansión,3784.11,15,2756.29,1,3,35.2,Bajo uso durante el último mes
2025-07-19,Cliente 015,Pyme,Colombia,Cali,Daniel Ortiz,Analítica,Enterprise,Entrada,Expansión,2466.85,3,1806.45,3,3,58.3,Está satisfecho con la automatización pero quiere más campos del CRM
2025-07-20,Cliente 005,Pyme,México,Monterrey,Daniel Ortiz,Soporte IA,Inicio,Prospección,Activo,691.15,6,357.11,1,5,34.9,Está satisfecho con la automatización pero quiere más campos del CRM
2025-07-21,Cliente 090,Mediana empresa,Estados Unidos,Miami,Luis Rivera,Sincronización CRM,Enterprise,Referido,Activo,6215.92,10,3328.7,0,4,19.8,Bajo uso durante el último mes
2025-07-22,Cliente 063,Mediana empresa,Perú,Lima,Daniel Ortiz,Automatización,Inicio,Referido,Activo,1646.81,11,708.82,0,8,2.7,Varios tickets sobre confiabilidad de la integración
2025-07-23,Cliente 026,Pyme,Perú,Arequipa,Ana Torres,Analítica,Inicio,Referido,Activo,780.43,7,377.67,2,4,43.0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-07-24,Cliente 089,Pyme,Colombia,Bogotá,Luis Rivera,Pagos,Escala,Aliado,Expansión,1338.12,2,691.63,0,7,9.6,Necesita apoyo de onboarding y documentación más clara
2025-07-25,Cliente 083,Pyme,Perú,Lima,Carlos Méndez,Pagos,Escala,Prospección,Activo,1094.7,4,739.33,0,10,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-07-26,Cliente 087,Mediana empresa,Chile,Santiago,Ana Torres,Pagos,Enterprise,Prospección,Activo,5758.24,7,3837.23,0,5,15.5,Sponsor ejecutivo positivo y oportunidad de expansión
2025-07-27,Cliente 025,Pyme,Chile,Santiago,Daniel Ortiz,Soporte IA,Crecimiento,Aliado,Activo,1010.37,4,662.75,2,6,28.4,El cliente pidió reportes más rápidos y dashboards más claros
2025-07-28,Cliente 075,Mediana empresa,México,CDMX,Carlos Méndez,Automatización,Escala,Referido,Expansión,5026.69,7,3641.09,0,9,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-07-29,Cliente 072,Mediana empresa,Colombia,Cali,Carlos Méndez,Analítica,Inicio,Aliado,Activo,1993.29,5,1057.54,1,5,24.2,Alta adopción por parte del equipo de operaciones
2025-07-30,Cliente 061,Pyme,Chile,Santiago,Sofía Vega,Automatización,Crecimiento,Referido,En riesgo,1171.58,1,555.66,2,8,23.7,Está satisfecho con la automatización pero quiere más campos del CRM
2025-07-31,Cliente 019,Pyme,Chile,Santiago,Sofía Vega,Sincronización CRM,Crecimiento,Aliado,Expansión,754.34,3,332.58,0,7,9.5,Alta adopción por parte del equipo de operaciones
2025-08-01,Cliente 017,Mediana empresa,Chile,Valparaíso,Sofía Vega,Soporte IA,Crecimiento,Entrada,Activo,2967.42,8,2199.22,0,7,0,Preocupación de precio durante la conversación de renovación
2025-08-02,Cliente 089,Enterprise,Colombia,Bogotá,Sofía Vega,Pagos,Crecimiento,Aliado,Activo,5739.92,15,2505.24,3,5,47.4,Bajo uso durante el último mes
2025-08-03,Cliente 088,Enterprise,Colombia,Medellín,Carlos Méndez,Automatización,Inicio,Referido,Expansión,4545.15,18,2254.52,6,7,50.5,El cliente pidió reportes más rápidos y dashboards más claros
2025-08-04,Cliente 049,Enterprise,Colombia,Cali,Daniel Ortiz,Analítica,Crecimiento,Entrada,Activo,9877.14,18,6472.34,4,6,46.3,Sponsor ejecutivo positivo y oportunidad de expansión
2025-08-05,Cliente 061,Mediana empresa,Colombia,Cali,Ana Torres,Sincronización CRM,Crecimiento,Entrada,Activo,2883.56,8,1353.48,2,7,26.4,Alta adopción por parte del equipo de operaciones
2025-08-06,Cliente 014,Pyme,México,Guadalajara,Daniel Ortiz,Automatización,Crecimiento,Referido,Expansión,925.94,3,402.03,0,7,12.7,Alta adopción por parte del equipo de operaciones
2025-08-07,Cliente 015,Mediana empresa,Chile,Santiago,Ana Torres,Pagos,Inicio,Entrada,En riesgo,2163.97,7,1670.21,0,7,10.3,Varios tickets sobre confiabilidad de la integración
2025-08-08,Cliente 087,Pyme,Chile,Santiago,Ana Torres,Analítica,Escala,Aliado,Activo,1381.26,4,1024.94,2,6,34.7,Varios tickets sobre confiabilidad de la integración
2025-08-09,Cliente 024,Pyme,México,Guadalajara,Carlos Méndez,Soporte IA,Escala,Referido,Activo,1408.52,1,648.91,0,7,12.8,Está satisfecho con la automatización pero quiere más campos del CRM
2025-08-10,Cliente 073,Mediana empresa,Colombia,Medellín,Carlos Méndez,Pagos,Inicio,Aliado,Expansión,1377.64,8,820.69,2,5,29.3,El cliente pidió reportes más rápidos y dashboards más claros
2025-08-11,Cliente 087,Mediana empresa,Chile,Santiago,Carlos Méndez,Pagos,Crecimiento,Entrada,En riesgo,1918.49,8,1264.16,0,6,18.5,El cliente pidió reportes más rápidos y dashboards más claros
2025-08-12,Cliente 083,Enterprise,México,Guadalajara,Sofía Vega,Automatización,Inicio,Referido,Activo,6891.51,17,3715.37,1,9,0,Alta adopción por parte del equipo de operaciones
2025-08-13,Cliente 059,Pyme,México,CDMX,Sofía Vega,Soporte IA,Inicio,Referido,Perdido,796.23,6,344.69,1,3,50.8,Sponsor ejecutivo positivo y oportunidad de expansión
2025-08-14,Cliente 066,Mediana empresa,Chile,Valparaíso,Carlos Méndez,Sincronización CRM,Escala,Aliado,Activo,3662.8,7,1976.12,1,4,41.3,Está satisfecho con la automatización pero quiere más campos del CRM
2025-08-15,Cliente 015,Pyme,Chile,Santiago,Carlos Méndez,Sincronización CRM,Escala,Prospección,Activo,1064.32,3,790.66,1,3,49.9,Sponsor ejecutivo positivo y oportunidad de expansión
2025-08-16,Cliente 079,Pyme,Colombia,Medellín,Luis Rivera,Soporte IA,Escala,Aliado,Activo,1527.4,4,700.76,0,9,0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-08-17,Cliente 059,Mediana empresa,Estados Unidos,Miami,Sofía Vega,Analítica,Crecimiento,Entrada,Activo,3132.74,6,2358.24,1,7,16.8,Alta adopción por parte del equipo de operaciones
2025-08-18,Cliente 050,Mediana empresa,México,Guadalajara,Daniel Ortiz,Soporte IA,Crecimiento,Aliado,Activo,2270.31,4,1741.09,2,6,22.7,Sponsor ejecutivo positivo y oportunidad de expansión
2025-08-19,Cliente 090,Mediana empresa,Colombia,Cali,Daniel Ortiz,Automatización,Inicio,Prospección,Expansión,2401.52,9,1622.81,0,8,0,Varios tickets sobre confiabilidad de la integración
2025-08-20,Cliente 072,Pyme,México,Monterrey,Sofía Vega,Pagos,Inicio,Referido,Activo,679.94,3,413.53,1,7,16.4,Necesita apoyo de onboarding y documentación más clara
2025-08-21,Cliente 037,Mediana empresa,Colombia,Bogotá,Carlos Méndez,Automatización,Escala,Entrada,Activo,3725.39,6,2470.64,1,5,31.9,Sponsor ejecutivo positivo y oportunidad de expansión
2025-08-22,Cliente 089,Mediana empresa,Estados Unidos,Austin,Sofía Vega,Sincronización CRM,Enterprise,Entrada,En riesgo,4002.18,8,2043.04,0,5,27.4,Varios tickets sobre confiabilidad de la integración
2025-08-23,Cliente 076,Mediana empresa,México,Monterrey,Luis Rivera,Sincronización CRM,Crecimiento,Entrada,Activo,1927.5,10,1071.29,2,4,38.6,Sponsor ejecutivo positivo y oportunidad de expansión
2025-08-24,Cliente 001,Pyme,Chile,Santiago,Ana Torres,Automatización,Enterprise,Entrada,Activo,3198.18,5,2063.25,1,5,34.8,Alta adopción por parte del equipo de operaciones
2025-08-25,Cliente 041,Mediana empresa,Estados Unidos,Nueva York,Ana Torres,Pagos,Inicio,Referido,Activo,1297.4,9,699.92,2,5,43.1,El cliente pidió reportes más rápidos y dashboards más claros
2025-08-26,Cliente 015,Mediana empresa,México,Monterrey,Daniel Ortiz,Pagos,Inicio,Entrada,Activo,1686.17,10,903.01,4,3,69.7,Sponsor ejecutivo positivo y oportunidad de expansión
2025-08-27,Cliente 004,Enterprise,Perú,Arequipa,Daniel Ortiz,Pagos,Crecimiento,Entrada,Activo,6219.9,16,2796.74,1,10,0,Preocupación de precio durante la conversación de renovación
2025-08-28,Cliente 086,Mediana empresa,Colombia,Cali,Sofía Vega,Analítica,Inicio,Referido,Expansión,2300.5,12,1744.49,1,6,20.2,El cliente pidió reportes más rápidos y dashboards más claros
2025-08-29,Cliente 023,Mediana empresa,México,Monterrey,Luis Rivera,Sincronización CRM,Crecimiento,Referido,Expansión,2578.69,8,1708.09,1,4,39.4,El cliente pidió reportes más rápidos y dashboards más claros
2025-08-30,Cliente 090,Enterprise,Colombia,Cali,Ana Torres,Sincronización CRM,Escala,Prospección,Activo,13078.26,17,6818.3,3,5,53.4,Necesita apoyo de onboarding y documentación más clara
2025-08-31,Cliente 069,Pyme,Chile,Valparaíso,Luis Rivera,Sincronización CRM,Escala,Prospección,Expansión,1501.68,8,707.13,1,9,0,Preocupación de precio durante la conversación de renovación
2025-09-01,Cliente 045,Pyme,Estados Unidos,Nueva York,Luis Rivera,Automatización,Inicio,Prospección,En riesgo,631.81,4,306.61,1,3,52.0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-09-02,Cliente 083,Mediana empresa,Colombia,Bogotá,Carlos Méndez,Analítica,Inicio,Referido,Activo,2279.84,7,1150.02,2,6,23.9,Varios tickets sobre confiabilidad de la integración
2025-09-03,Cliente 079,Mediana empresa,Chile,Santiago,Daniel Ortiz,Pagos,Crecimiento,Prospección,Expansión,2834.81,9,1362.72,0,10,0,Varios tickets sobre confiabilidad de la integración
2025-09-04,Cliente 018,Mediana empresa,Colombia,Medellín,Sofía Vega,Soporte IA,Crecimiento,Prospección,Activo,2925.68,11,1315.12,2,6,37.8,Alta adopción por parte del equipo de operaciones
2025-09-05,Cliente 010,Enterprise,Perú,Lima,Daniel Ortiz,Pagos,Crecimiento,Aliado,Expansión,9018.0,21,5578.3,0,5,19.4,Preocupación de precio durante la conversación de renovación
2025-09-06,Cliente 076,Mediana empresa,Colombia,Medellín,Daniel Ortiz,Pagos,Inicio,Prospección,Expansión,1540.0,6,1093.95,0,6,12.3,Necesita apoyo de onboarding y documentación más clara
2025-09-07,Cliente 062,Enterprise,Colombia,Medellín,Luis Rivera,Analítica,Inicio,Aliado,Activo,4741.67,17,2344.46,3,5,46.4,El cliente pidió reportes más rápidos y dashboards más claros
2025-09-08,Cliente 006,Enterprise,Colombia,Cali,Daniel Ortiz,Sincronización CRM,Escala,Prospección,Activo,11422.83,16,6354.14,1,3,36.6,Preocupación de precio durante la conversación de renovación
2025-09-09,Cliente 067,Pyme,Perú,Arequipa,Sofía Vega,Soporte IA,Escala,Entrada,Expansión,1449.3,1,681.21,1,7,15.9,Varios tickets sobre confiabilidad de la integración
2025-09-10,Cliente 078,Mediana empresa,Colombia,Bogotá,Sofía Vega,Sincronización CRM,Escala,Referido,Expansión,4076.48,6,2662.0,1,5,21.6,El cliente pidió reportes más rápidos y dashboards más claros
2025-09-11,Cliente 074,Pyme,Colombia,Bogotá,Daniel Ortiz,Soporte IA,Crecimiento,Entrada,Activo,1128.81,4,769.93,2,2,56.3,Está satisfecho con la automatización pero quiere más campos del CRM
2025-09-12,Cliente 062,Pyme,Perú,Lima,Daniel Ortiz,Automatización,Crecimiento,Prospección,Activo,855.01,2,542.72,0,8,0,Bajo uso durante el último mes
2025-09-13,Cliente 020,Mediana empresa,Colombia,Cali,Daniel Ortiz,Analítica,Escala,Entrada,En riesgo,3003.7,9,1974.58,2,5,28.0,Bajo uso durante el último mes
2025-09-14,Cliente 067,Pyme,Perú,Arequipa,Luis Rivera,Soporte IA,Escala,Referido,Expansión,1241.47,5,895.58,0,5,15.1,Alta adopción por parte del equipo de operaciones
2025-09-15,Cliente 037,Mediana empresa,México,Guadalajara,Luis Rivera,Analítica,Escala,Entrada,Activo,4370.45,8,2020.98,3,6,42.8,Varios tickets sobre confiabilidad de la integración
2025-09-16,Cliente 014,Pyme,Chile,Valparaíso,Carlos Méndez,Pagos,Crecimiento,Prospección,Activo,742.41,6,366.25,1,4,30.6,Está satisfecho con la automatización pero quiere más campos del CRM
2025-09-17,Cliente 033,Enterprise,México,Monterrey,Sofía Vega,Automatización,Escala,Entrada,Activo,18682.03,17,10850.04,1,6,15.3,El cliente pidió reportes más rápidos y dashboards más claros
2025-09-18,Cliente 021,Pyme,Chile,Santiago,Luis Rivera,Soporte IA,Enterprise,Referido,Expansión,1608.39,3,1028.16,2,6,28.0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-09-19,Cliente 077,Pyme,Chile,Santiago,Sofía Vega,Soporte IA,Inicio,Prospección,Expansión,570.05,1,400.3,0,7,6.3,El cliente pidió reportes más rápidos y dashboards más claros
2025-09-20,Cliente 021,Pyme,Colombia,Medellín,Carlos Méndez,Soporte IA,Crecimiento,Aliado,Activo,850.0,3,384.59,0,6,20.3,Sponsor ejecutivo positivo y oportunidad de expansión
2025-09-21,Cliente 029,Mediana empresa,Colombia,Medellín,Daniel Ortiz,Analítica,Inicio,Referido,Activo,1950.13,12,1211.24,0,7,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-09-22,Cliente 089,Pyme,Colombia,Medellín,Luis Rivera,Sincronización CRM,Enterprise,Referido,Activo,2082.78,7,1236.15,0,7,9.8,Varios tickets sobre confiabilidad de la integración
2025-09-23,Cliente 053,Enterprise,México,CDMX,Carlos Méndez,Automatización,Inicio,Referido,Activo,7249.57,19,5187.7,5,7,48.5,Sponsor ejecutivo positivo y oportunidad de expansión
2025-09-24,Cliente 024,Enterprise,Chile,Santiago,Sofía Vega,Automatización,Inicio,Aliado,En riesgo,9662.18,18,4926.65,3,5,39.1,Está satisfecho con la automatización pero quiere más campos del CRM
2025-09-25,Cliente 079,Pyme,Perú,Lima,Sofía Vega,Sincronización CRM,Crecimiento,Referido,Expansión,1092.33,3,805.22,0,6,5.7,Bajo uso durante el último mes
2025-09-26,Cliente 029,Mediana empresa,Colombia,Cali,Sofía Vega,Soporte IA,Enterprise,Entrada,Expansión,6678.2,6,3225.09,2,9,5.2,Preocupación de precio durante la conversación de renovación
2025-09-27,Cliente 049,Mediana empresa,Colombia,Cali,Carlos Méndez,Automatización,Crecimiento,Aliado,Activo,2475.79,8,1894.15,0,8,0,Varios tickets sobre confiabilidad de la integración
2025-09-28,Cliente 052,Pyme,Colombia,Bogotá,Daniel Ortiz,Automatización,Escala,Prospección,Activo,1830.65,1,898.09,0,8,0,Necesita apoyo de onboarding y documentación más clara
2025-09-29,Cliente 081,Pyme,Chile,Valparaíso,Carlos Méndez,Sincronización CRM,Crecimiento,Entrada,Expansión,685.43,1,458.28,3,7,30.5,Está satisfecho con la automatización pero quiere más campos del CRM
2025-09-30,Cliente 043,Pyme,Colombia,Cali,Carlos Méndez,Sincronización CRM,Inicio,Entrada,Activo,462.01,2,289.99,0,6,21.6,Está satisfecho con la automatización pero quiere más campos del CRM
2025-10-01,Cliente 058,Enterprise,México,Guadalajara,Sofía Vega,Automatización,Escala,Prospección,Activo,15651.57,15,10023.76,0,9,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-10-02,Cliente 035,Mediana empresa,México,Guadalajara,Carlos Méndez,Pagos,Crecimiento,Referido,Activo,1950.47,9,1330.22,1,4,41.0,Necesita apoyo de onboarding y documentación más clara
2025-10-03,Cliente 051,Pyme,Colombia,Medellín,Daniel Ortiz,Analítica,Inicio,Referido,En riesgo,684.09,1,532.61,2,8,5.7,Preocupación de precio durante la conversación de renovación
2025-10-04,Cliente 032,Mediana empresa,México,CDMX,Luis Rivera,Pagos,Escala,Entrada,En riesgo,2390.91,6,1748.06,3,2,79.7,Necesita apoyo de onboarding y documentación más clara
2025-10-05,Cliente 090,Mediana empresa,México,Guadalajara,Daniel Ortiz,Soporte IA,Crecimiento,Prospección,Expansión,3397.78,9,2016.22,1,7,9.2,El cliente pidió reportes más rápidos y dashboards más claros
2025-10-06,Cliente 001,Mediana empresa,Chile,Santiago,Carlos Méndez,Sincronización CRM,Crecimiento,Entrada,Expansión,2418.37,5,1276.56,1,7,14.9,Preocupación de precio durante la conversación de renovación
2025-10-07,Cliente 053,Enterprise,México,CDMX,Luis Rivera,Soporte IA,Escala,Aliado,En riesgo,11299.07,14,6463.14,2,9,14.2,Sponsor ejecutivo positivo y oportunidad de expansión
